Order date,Purchaser country,Event name,Event ID,Event start date,Event start time,Event timezone,Event location,Ticket quantity,Ticket tier,Ticket type,Currency,Ticket price,Guest
2023-05-08 18:03:56,ES,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Online Only,GBP,10.0,No
2023-05-09 17:47:45,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-09 17:47:45,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-09 19:42:10,US,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-11 11:51:14,PT,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-11 13:41:39,AT,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Online Only,GBP,10.0,No
2023-05-15 13:05:21,DE,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-16 12:18:17,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-16 12:19:49,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-16 21:41:28,US,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Online Only,GBP,10.0,No
2023-05-17 15:53:25,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-18 16:10:45,US,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Online Only,GBP,10.0,No
2023-05-19 13:34:17,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-23 15:14:29,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-26 14:31:37,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-28 01:49:14,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-29 09:32:28,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-05-30 10:15:18,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Online Only,GBP,10.0,No
2023-05-31 12:48:20,NL,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Industry - early bird,GBP,140.0,No
2023-06-01 05:58:42,ES,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Online Only,GBP,10.0,No
2023-06-01 10:41:39,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-06-01 20:47:33,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-06-05 14:06:43,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Online Only,GBP,10.0,No
2023-06-07 14:23:33,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-06-08 15:46:23,GB,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-06-08 16:30:41,FR,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Academic - early bird,GBP,70.0,No
2023-06-09 11:45:19,CH,Crick Bioimage Analysis Symposium 2023,630197326167.0,2023-11-20,11:00:00,Europe/London,The Francis Crick Institute,1,,Online Only,GBP,10.0,No
